Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Research Software Developer,-1,"Pay Rate: $0

Location: Montreal QC

Job Type: Contract

Title: Research Software Developer

Location: Montreal

Contract: 18 Months

IFG is on the search for a Software Developer. The Software Developer will leverage their skills and experience to develop training tools and experimental frameworks to support our client; a global IT giant and leader in using deep learning to solve complex language-understanding problems and in training machines to model the reasoning and decision-making capabilities of humans.

In this position, you will build and maintain model training management tools. You will also work closely with the Research team to define infrastructure requirements and implement features to facilitate large-scale research experiments on compute resources.

RESPONSIBILITIES:
Architect and program efficient and scalable training systems that drive state-of-the-art ML / deep learning research
Accelerate the lab’s research by improving access to and efficiency of distributed training infrastructure
Run engineering projects end to end with minimal supervision
Maintain our tools for experiment deployment and ensure researchers are empowered by those tools, i.e.:
add new features and improve existing ones
implement accommodations for edge cases
keep up with features/changes in backends
track issues and fix bugs
keep documentation up to date
Engage collaboratively with researchers on how they use experimental platforms, explore alternative approaches, and enable new use cases without compromising accessibility or stability
REQUIREMENTS:
Bachelor degree or an advanced degree (Master, PhD) in Computer Science, Engineering, mathematics, or related field (or the equivalent combination of education and experience)
3+ years of software development experience in Python and ability to produce maintainable, reusable code
Experience in contributing to or maintaining open-source (OSS) projects
Ability to architect, design and implement large scale systems
PREFERRED REQUIREMENTS:
Experience in machine learning, distributed systems and working with GPU infrastructure
Experience in applying, implementing, and/or developing algorithms for machine learning, artificial intelligence, or statistics
Experience with Docker and Kubernetes or similar orchestration frameworks
Hands-on experience with at least one of the following tools: PyTorch, Tensorflow
For consideration, please email your resume to Toronto.talent@ifgpr.com with “Research Software Developer” in the subject line",2.6,"IFG Project Resourcing
2.6",Montreal,-1,501 to 1000 Employees,2006,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1
Wordpress Web Developer,-1,"ABORG is looking for a full-time WordPress Web Developer to act as a valuable team member and link between our system administrators and our web hosting and maintenance clients.

Start Date: 2019-02-11

The role of this position is to create, maintain and assist our valued clients with their WordPress based web sites.

You will involved in:
New WordPress site design
WordPress maintenance on existing sites
WordPress upgrades
Quality assurance and cross-platform testing
Responsive testing
Troubleshooting WordPress formatting
Troubleshooting WordPress plugin settings
Resolving client inquiries in a timely manner
To qualify for this role, you will need:
3+ years WordPress expeirience minimum
Basic PHP developer skills
MySQL knowledge and basic skills
Knowledge of cPanel or similar hosting applications
Experience with web hosting and understanding of hosting technology
Knowledge and experience with cPanel
Knowledge of Photoshop
Proficiency with CSS, HTML5
Experience with documenting procedures
Excellent written and verbal communication skills in the English language
As an ABORG employee, you will enjoy:
People: Enjoy and benefit from the teamwork and comradery of working among a small but welcoming and easy-going group of people who are all skilled in what they do.
Diverse Projects: Our client base spans across a multitude of industries in private and public sectors.
Great Work Environment: pizza days and lunch n’ learn events every month, paid birthdays off work. We believe that having fun is essential part of team productivity and company success.
The satisfaction of executing and measuring your own results for clients.
Competitive salary and security of full time employment.
Group benefits package (health & dental insurance).
Convenient office location and free parking. Our office is close to the Pinecrest exit of the Queensway and easily accessible by bus, just a 2-minute walk to Goodlife Fitness Gym.
To apply and our hiring process:

Send your resume to careers@aborg.com. Successful candidates will be invited to fill in full job application, as well as complete other assessment prior to phone interview followed up by an in-person meeting.",-1,ABORG Computing,Ottawa,-1,-1,-1,-1,-1,-1,-1,-1
Backend Developer: AI Platform,-1,"About Keatext*
We’re a fast-growing technology company shaping Montreal’s AI ecosystem.

Keatext is the only AI cognitive agent that reveals customers’ feelings about brands. We leverage consumer multi-channel conversations as an opportunity to learn how to improve customer experience. Our solution integrates the latest breakthroughs in deep learning, automatically adapting to any industry. So far, our clients have successfully processed millions of comments, boosting customer satisfaction, thus increasing their revenue.
The Role
We’re looking for a developer who’s excited about building a robust, highly scalable application using state of the art technology. You will have a massive impact on our fast-growing, highly-skilled, and knowledgeable technical team. As an AI backend developer, you will be analyzing, designing, implementing, integrating, and optimizing AI-based services for our core product.
Your Responsibilities*
Design robust and scalable microservices communicating over REST and RabbitMQ
Translate AI-based prototypes to production-ready services
Contribute to the software architecture evolution with a focus on our AI and Natural Language Processing components
Develop and maintain secure, reusable Scala and Python code
Leverage AI frameworks and libraries such as TensorFlow and spaCy
Package, test and deploy dockerized microservices on AWS
Review and evaluate coworkers’ code and designs
Our Requirements*
B.Sc. in computer science or equivalent working experience, master in ML is a plus
At least 2 years of professional experience in software development; experience with AI/NLP software in production environment is a plus
Knowledge of Natural Language Processing is a plus
Experience with ML frameworks such as TensorFlow is a plus; in particular TF Estimator and TF Serving
Knowledge of Scala and Python is a plus
Interest in functional programming
Track record of deployed projects where mentioned technologies are used
Skilled at collaborating and solving problems creatively
Excellent communication skills
Ability to carry a project from inception to deployment
Someone who is autonomous, curious and ready to commit to building awesome software
What we offer*
Competitive salary
100% insurance coverage, including medical, dental and vision
Flexible work hours
2 paid days for personal projects
5 paid sick days
3 weeks minimum vacation + An additional week of paid vacation between Christmas and New Year’s.
Healthy snacks: fruits, nuts, granola, yogurt, etc…
Unlimited awesome quality coffee and M&M’s
Our Culture
Keatext’s culture is Valley-style with a Montreal twist: hard work at a fast pace but in a friendly and casual work environment. Our work is fueled by passion, innovation, and collaboration, as well as M&Ms, good coffee, the comfort of giant bean bag chairs, and way too many sci-fi quotes.
*
Think you would be perfect for this role? Great! We want to hear from you. Drop us an email with your CV and cover letter.
Job Types: Full-time, Permanent
Benefits:
Dental care
Disability insurance
Extended health care
Flexible schedule
Life insurance
Work from home
Schedule:
8 hour shift
Work remotely:
No",3.9,"Keatext
3.9",Montreal,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Software Developer 2,-1,"Overview

The ProConnect team at Intuit Mississauga is looking for a highly motivated and innovative developer to join our team to build and maintain the engine that powers Canada’s leading professional tax preparation software.

Along the way you will work with a fun and diverse team that is transforming how thousands of accountants manage their clients’ financial accounts, books and taxes. You will have an opportunity to apply your skills in the products that are changing our customers’ lives. If you’re up to the challenge, we’d love to hear from you!

What you can look forward to:

Health and Dental Benefits
$1000 towards your health and wellness expenses
3-weeks paid vacation
An inclusive environment
Mentorship and career growth
Company socials, meditation room, pool table, games room and free massages
RRSP matching, ESPP contributions, annual bonus
Working at the #1 ranked company on the 2019 Best Workplaces™ in Canada list
What you'll bring
BS/MS in computer science or equivalent work experience
3+ years of developing enterprise software in C# and/or Java
Web services development experience
Solid grasp of software engineering fundamentals and their practical application
Solid understanding of the Software Development Life Cycle (SDLC)
Experience with Spring Boot is a plus
Machine Learning and Python experience is a plus
An understanding of unit testing & Test-Driven Development (TDD)
""Self-starter"" attitude and ability to make decisions independently
Helpful, can-do attitude and a willingness to take ownership of problems
Strong desire to learn and grow
Excellent analytical and problem-solving skills with a history of superb delivery against assigned tasks
Excellent verbal and written communication skills
Excellent partnership skills
How you will lead
Participate in the requirement gathering with the Product owners
Work cross-functionally with various Intuit teams: product management, various product lines, or business units to drive forward results
Create and present technical design for the requirements.
Develop high quality tax logic in C#/Java from the requirements to power the leading professional tax software in Canada
Participate in quality activities, including peer reviews of estimates, designs and code
Resolve defects/bugs during testing, pre-production, production, and post-release patches
Commitment to team success and positive team dynamics
Passion for growing and applying technical skills in service to customers
Experience with Agile Development, SCRUM, and/or Extreme Programming methodologies",4.3,"Intuit
4.3",Mississauga,-1,5001 to 10000 Employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
"Backend (Java) Developer, Digital Factory",-1,"Requisition ID: 84937

At Scotiabank Digital Factory, the reach and opportunity of a global organization meets the passion and drive of a startup. Reinvention starts here—and it starts with you.

We believe that the pathway to success is paved with user feedback, so we’re constantly asking our customers how they want to bank. When we find an opportunity to make things people will love, we assemble teams of specialists to collaborate in Digital Factories in Canada, Chile, Mexico, Peru, and Colombia. We work fast, and we work smart. Join us to create meaningful experiences and build the bank of tomorrow for our customers around the world.

If you’d like to learn more about our Digital Banking career opportunities, explore our Communities of Practice, or hear from our leaders, check out our Technology at Scotia career page.

You will be joining a dynamic and energetic team consisting of developers, architects, project managers, and product owners focusing on supporting front-end applications on anything and everything about payment, from mobile payment (Apple pay, Android pay) to transfer money between online accounts. We own different services (or micro-services) bridging front-end applications and many services deep-down in core banking systems. By joining our team, you will make an impact on our customers, the banking industry, and ultimately, the world.

#IN-TECH
Is this role right for you?

You will be providing technical direction with team input and feedback
You will be assisting in developing coding standards and testing approaches
You will be collaborating with the Architect (if applicable) to realize technical vision and direction
You will be considered an expert in a major applications and/or technical domains, and is highly regarded for their technical competence.
You will be providing expert advice and counsel to key stakeholders on development project teams on complex issues related to “area of specialty”.
You will be providing reviews of solution designs and related code.
You will mentor and help team members in technical knowledge and best coding practices

Do you have the skills that will enable you to succeed?

You have experience building scalable, enterprise level technology stacks with Java but ideally with a broad set of tools
You are proficient in J2EE to support Enterprise Applications and Services
You have experience with Cloud Foundry

You have 3+ years of work experience as a Java developer with a preference for Java 8

You have extensive experience working with Spring MVC framework.

You have experience in version control tools, like Git, SVN, Bitbucket
You have knowledge of a variety of frameworks (server side, browser side, desktop etc) as well as high aptitude for diving in and picking up new things
You have well rounded knowledge of Agile principles and the flexibility to adapt your experience to new and evolving environments
You have a passion for driving teams towards high performance and a deep pride in quality craftsmanship that delights users
You are a self starter learning new technologies and refining current applications
You are an excellent communication including the ability to distil technical details into simple terms
You have a passion for well-designed products and not afraid to share and explain your ideas

What's in it for you?

We have an inclusive and collaborative working environment that encourages creativity, curiosity, and celebrates success!
We provide you with the tools and technology needed to create beautiful customer experiences
You'll get to work with and learn from diverse industry leaders, who have hailed from top technology companies around the world
Dress codes don't apply here, being comfortable does
Free shuttle service to and from Union station
Onsite cafeteria with a chef!
Onsite fitness center
This isn't your typical ""corporate"" job. We work hard and we have fun!
We offer a competitive total rewards package that includes a base salary, a performance bonus, company matching programs (on pension & profit sharing), 4 weeks of vacation, personal & sick days, personal development funding, maternity leave top-up, parental leave and much more.

Location(s): Canada : Ontario : Toronto

As Canada's International Bank, we are a diverse and global team. We speak more than 100 languages with backgrounds from more than 120 countries. Our employees are committed to a superior customer experience and use the Bank’s six guiding sales practice principles to ensure they act with honesty and integrity.

At Scotiabank, we value the unique skills and experiences each individual brings to the Bank, and are committed to creating and maintaining an inclusive and accessible environment for everyone. If you require accommodation (including, but not limited to, an accessible interview site, alternate format documents, ASL Interpreter, or Assistive Technology) during the recruitment and selection process, please let our Recruitment team know. If you require technical assistance, please click here. Candidates must apply directly online to be considered for this role. We thank all applicants for their interest in a career at Scotiabank; however, only those candidates who are selected for an interview will be contacted.",3.7,"Scotiabank
3.7",Toronto,-1,10000+ Employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
Java Developer,-1,"TS, the leading global provider of multi-asset trading systems to the buy-side, sell-side and trading platforms, has provided connectivity and execution management services to the global financial markets for nearly two decades. From our multi-asset class electronic trading platforms to our market data to our global financial cloud infrastructure, we are the industry’s most comprehensive and compliant technology suite available to the investment management community.

A job is never just a job, and we recognize that at TS. At TS we are passionate about employee engagement and make it our business to provide our employees a range of challenging and rewarding opportunities that align with business strategy and promote team work and inspire innovation.

We have successfully built a company culture based on our single most important asset – our employees. Our passion for continuous growth and innovative approach have allowed us to become the company we are today. We believe our employees should have the opportunity to grow and be part of a company that is making a lasting contribution to the financial markets.

We challenge our employees every day to think creatively and innovate across silos and across platforms.

Join us!

The TradingScreen Development group is looking for a talented Java developer who is capable of developing and supporting an Order and Execution Management System.
The candidate must be a self-starter who is able to work well with minimal direction.
TradingScreen has a core EMS product and has been building an Order Management platform that can be configured to be used both by Buy-Side as well as Sell-side clients. The role involves development efforts in both products. The products cover all aspects of the business cycle from SOD loads, through order generation, compliance, trading, allocation, and EOD file generation. There are numerous back-end components that work in concert so the developer will need to able to quickly learn and work in all areas of the environment.
Experience with trading systems, buy-side compliance systems and/or sell-side risk is a plus. English fluency required. French competency required for daily meetings.
TradingScreen cherche un développeur Java talentueux et apte à développer et maintenir son Système de Gestion des Ordres et Exécutions (OEMS). Le candidat doit être une personne pleine d'initiative qui peut travailler avec un minimum de supervision.La culture de notre entreprise repose sur sa plus grande ressource: nos salariés. Notre passion pour la croissance personnelle et notre approche innovatrice nous ont permis d'être l'entreprise que nous sommes aujourd'hui. Nous croyons fermement que nos salariés devraient avoir l'occasion d'avancer dans leur carrière et à faire partie d'une entreprise qui contribue d'une manière durable aux marchés financiers. Nous encourageons nos salariés chaque jour à penser autrement et à innover.

In order of importance:
Core Java
Web development with JavaScript (ReactJS or AngularJS)
Strong OO design experience
Financial industry experience specifically with execution and/or order management systems
SQL
GWT (plus)
Automated Unit and Integration testing experience
Maven, Git, Teamcity
Good communication skills
Distributed caching (plus)
Swing development experience (plus)
Multithreading
4 –6 Years of experience
Bilingual
Par ordre d'importance:
Core Java
Développement web avec JavaScript (ReactJS ou AngularJS)
Experience en conception orientée objet
Connaissance de la finance et des systèmes OEMS
SQL
GWT (atout)
Expérience en automisation des essais d'unité et d'intégration
+5 ans d'expérience en Java
Maven, Git, Teamcity
Développement Web un atout
Programmation multi-fil
Expérience en développement SWING
Sait travailler en équipe
4-6 ans d'expérience
Bilingue",3.8,"TradingScreen
3.8",Montreal,-1,51 to 200 Employees,1999,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable,-1
Software Developer – Workflow,-1,"Kodak is looking for a full-time Software Developer to join our Prinergy team. Considered the industry gold standard for prepress workflow software, Prinergy manages and automates many highly vital and technical processes between completed creative work (e.g. layout of a magazine) and the printing press. These tasks include digital file checks, and color and content processing. This new position is part of a sub-team that deals with aspects of creating/manipulating files to ensure the right results are produced in print.

In this Software Developer role, you will develop next generation cloud-based software. This position provides an opportunity to gain experience working with professionals from multiple disciplines, while pushing technology to new limits. Our software team is involved in all phases of the software development lifecycle, following Agile and DevOps practices. We are looking for experienced, structured software developers who want to gain new areas of knowledge.

Unique opportunities:

Write cloud-based software that does processing in a scalable fashion.
Work on cloud-based software that can live in the cloud or on-premise.
Work on the development of AI supported applications (Machine Learning)
Focus on meat and potatoes structural system building, systems integration, and database manipulation.
Extensive learning opportunities; it will take one to two years to fully acquire domain knowledge.

Key responsibilities for this position include:

Participate in all phases of software development as part of an Agile scrum.
Maintain and enhance existing software products as well as developing new features.
Develop and perform unit tests of software features as part of a Continuous Integration team.
Investigate, learn, and design algorithm of software features.
Write design and implementation technical documents.

Requirements:

A Bachelor's degree in Computer Science, Software Engineering, or equivalent experience in a professional software development setting.
At least 4 years of professional software development experience.
Demonstrated ability with C++, Python and/or Java programming.
Prior experience with data analytics and data science
Excellent software design, coding, and troubleshooting skills.
Able to manage and prioritize tasks, and to work with other teams worldwide.
Must be committed to building excellent software.
Must pay close attention to detail.
Experience with microservice architecture design is a plus.",3.2,"Kodak
3.2",Vancouver,-1,5001 to 10000 Employees,1888,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
Reverse Engineering Software Developer,-1,"Reverse Engineering Software Developer

ID #: 4RC0804RESD

Location: Toronto, Ontario Canada

Term: Full time

Are you a Software Developer that has some experience with debug? (Not debugging with print statements, but an actual debugger?)

Have you ever worked with Assembler? If so, then we want to speak with you!

This is an OUTSTANDING opportunity for you:

Take your software understanding to the next level by reverse engineering a large number of applications looking for security vulnerabilities.
You will have an opportunity to make a difference in the world. You will be identifying security holes for almost every anti-malware application in the world today.
You will develop digital signatures for network traffic-based attack detection.

Must have:

strong experience with programming languages: C/C++ and Python;
proficiency with debugging tools i.e. gdb, windbg, ollydbg;
a good understanding of TCP/IP protocols;
experience with assembly language is an asset; and
excellent oral and written communication skills.

Nice to have:

bachelor's or Master's degree in computer science or a related field
industry experience performing similar technical role is preferred
great attention to detail
self-directed, self-motivated with the ability to work with minimal supervision

Note 1: You MUST be legally entitled to work in Canada (i.e. possess Canadian Citizenship, Permanent Residency or Valid Work Permit)

Note 2: High Tech Genesis Inc. is an Equal Opportunity Employer.

Note 3: Accommodations are available upon request for all aspects of the hiring process.",5.0,"High Tech Genesis
5.0",Toronto,-1,51 to 200 Employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Java Developer (H/F),-1,"Astek Malaysia Services is proposing Senior Java Developers jobs(H/F) for one of the worldwide leading Healthcare company.

You will be joining a team of Engineers and support the development of a Java based cross platform searching application to be deployed worldwide.

The main responsibilities of this role will include:

Be responsible for providing technical expertise to support execution of projects and operation.
Implement systems and monitor performance against defined standards, maintain and develop knowledge within the technical domain.
Apply knowledge of systems and tools and problem solving skills to the support of those processes and solutions to several levels of depth.
Develops and supports applications and systems Troubleshooting on technical issues, provides detailed analysis and solutions/work around.
Applies defined procedures and standards to meet business, customer and technical requirements
Be aware of information architecture and enterprise architecture
Maintain and support the core business and informatics processes and solutions within the Search knowledge domain and ensure smooth interface with other areas.
Provides Subject Matter Expertise input into detailed solution design in participated projects
Supports the test design, functional testing, and user acceptance testing
Supports roll-out activities and Data Migration

Education

Engineering school / Master degree
Fluent in English
Mandarin is nice to have

Technical Skills

Development experience with J2EE, Servlet, Web Service, MVC, …
Familiar with web technologies including HTML, HTML5, DHTML, jquery, javascript, AJAX, CCS, XSLT.
OS: Linux/Windows
JAVA (1.6 & 1.8) / Javascript, Maven
DB: Oracle / H2
Content Source: EMC Documentum ( Query based )
Eclipse, IntelliJ (java)
SVN codes management
Unit Testing

Personal Skills

Good communication skills, outgoing and passionate
Strong problem solving and analytical skills
Customer-focus mindset
Ability to learn new processes and new concepts, to link business processes with technical capabilities

Our Group

Astek International is the holding for the foreign branches of ASTEK GROUP. Astek Group is a French company, with more than 2500 employees, created in 1988, providing engineering services in Advanced Technology and IT to a wide array of industries and sectors (Energy, Aeronautics, Automotive, Finance, Transport, Telecom…). ASTEK International has extensive experience in all the major operating areas of the world, with a local presence in 10 countries: Canada, Poland, UK, Belgium and Spain, Mauritius Island, China, Vietnam, Australia. With these 10 subsidiaries abroad, we are able to support our clients with local competencies.

POSTULER EN DIRECT

}",2.5,"ASTEK
2.5",Montreal,-1,1001 to 5000 Employees,1988,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
Ricardo Defense - Software Developer,-1,"Ricardo Defense has immediate openings for talented Software Developers to join our growing software department. These Software Developers will work within a team of fellow developers, software architects, and software quality experts on successful, ongoing software development efforts as well as upcoming new projects. These Software Developer roles are an essential part of our continued success.

As a Software Developer you will enhance our existing products by developing new features while maintaining impeccable quality though code reviews and test performed in a continuous integration pipeline. This Software Developer will work to add features and improvements into our various platforms and technologies.
A Bachelor’s Degree in Computer Science or a related technical degree from an accredited college or university
Must be able to obtain a Government Secret Clearance
Skills in Javascript, C#, or Java
Database skills such as SQL queries is a plus
Experience with Bitbucket and JIRA is a plus
Knowledge of a CM system such as git
Enthusiastic team player who facilitates team success
A desire to learn new software skills, technology frameworks and tools
Ricardo Defense offers an impressive compensation and benefits package including:
Medical, Dental & Vision Benefits
Company Paid Life and AD&D
Company Paid Short Term and Long-Term Disability
Flexible Spending & HSA Accounts
401k with Company Match
Paid holidays, vacation and sick days
About Us:
Ricardo Defense is a wholly-owned subsidiary of Ricardo Inc. established as a separate limited liability company in 2015 and structured under a Defense Security Service ‘Special Security Agreement’. Ricardo Defense provides engineering, technology, product innovation, sustainment, and field support services for our customers in the defense industry. We are committed to providing outstanding value through quality engineering solutions focused on class-leading product innovation and robust strategic implementation. We are guided by our corporate values of respect, integrity, creativity & innovation and passion. Ricardo, Inc. is the US subsidiary of Ricardo plc. For more information, visit www.ricardo.com.

Ricardo Defense is an Equal Opportunity/Affirmative Action employer. All qualified applicants will be considered without regard to race, color, religion, national origin, sex (including gender identity or gender expression), age, mental or physical disability, creed, ancestry, citizenship, veteran status, marital status, sexual orientation, medical condition, genetic trait or any other characteristic protected by federal, state or local law.
Apply now
Email to a friend
Back to search",4.0,"Ricardo
4.0",Canada,-1,1001 to 5000 Employees,1915,Company - Public,Consulting,Business Services,$100 to $500 million (USD),-1
Java Developer,CA$66K-CA$81K (Glassdoor est.),"Descripton:
Skills & Qualifications:

Experience developing sophisticated enterprise web-based applications using Java based OO technologies
Experience with MVC framework
Strong database experience - MSSQL, Oracle, SQL, Hibernate
Strong working knowledge of HTML, JavaScript, Bootstrap and CSS
Excellent understanding of web design and usability principles
Experience with reporting packages such as Crystal Reports is an asset
Proven ability to meet deadlines, prioritize tasks and work effectively with minimal supervision in a team environment
Strong analytical and problem solving skills
Business knowledge of the Higher Education domain and financial accounting would be an asset

Responsibilities

Participate in all phases of the software development lifecycle - requirements, architecture, design, development, deployment
Participate in the project planning process including estimating and process improvements
Implement highly usable, efficient, reliable, and scalable software
Evaluate new technologies and evaluating how they could be integrated / utilized to better serve our clients
Strive at all times to do work using best practices - through experience or experimentation",4.2,"Magnum Hunt
4.2",Toronto,-1,1 to 50 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Java Developer,CA$66K-CA$81K (Glassdoor est.),"Our Banking team is looking for talented and passionate Java developers to join a cross-function agile team. We are looking for goal driven individuals that will be excited about creative problem-solving as part of a cross-functional team; will obsess over writing smart, simple clean code; will tirelessly strive for the quality and have the drive and desire to keep learning the latest development techniques.
Build your career with us.

It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change—supporting our clients’ digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI at www.cgi.com.

No unsolicited agency referrals please.

CGI is an equal opportunity employer. In addition, CGI is committed to providing accommodations for people with disabilities in accordance with provincial legislation. Please let us know if you require a reasonable accommodation due to a disability during any aspect of the recruitment process and we will work with you to address your needs.
Your future duties and responsibilities
Work in High performance, complex/distributed system design and development and multitask.
Required qualifications to be successful in this role
Min of 6 years of experience in Java/J2EE Development and Spring framework;
Strong experience in database management preferably Oracle;
Must have experience in Web Services, SOAP and REST, JMS, MQ.
Must have experience in ORMs like iBatis, or hibernate.
Spring Boot and MicroServices experiences are nice to have.

Ability to dig down independently;
Demonstrated ability to learn new technologies, applications and systems;
Strong verbal and written communication skills;
Ability to multitask;
High performance, complex/distributed system design and development
Financial services experience is nice to have",3.6,"CGI
3.6",Toronto,-1,10000+ Employees,1976,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
Software Developer (Java),CA$66K-CA$81K (Glassdoor est.),"About Us*
Lyncwork provides a fully digital onboarding and employee engagement experience. We came up with a simple way to access all company and cloud services while making the services manageable from one dashboard and application. Lyncwork’s platform supports flexible role assignment and service delegation which increases employee satisfaction and productivity.
*
The onboarding process is centralized in Lyncwork and personalized to the users’ needs. Integration is quick and easy, allowing employees and administrators to keep up in a fast paced workplace.
*
As a developer, you will join an exciting startup in early growth stages with an opportunity to experience all aspects of a multi-tenant SaaS product lifecycle . The learning experience will be unmatched working with the latest enterprise technologies and growth opportunities will be in front of you at all times as you work closely with seasoned software startup professionals.
*
Responsibilities
*
Design, develop, implement, and maintain application lifecycle from source code management, build, deployment and required infrastructure
Conduct software analysis, programming, testing, and debugging, as well as recommendation of changes to improve the established processes
Transform requirements to code level and identify production and non-production application issues
Document and work with team members to review/share/knowledge transfer completed work
Obtain knowledge and skill set needed to complete duties in an efficient manner
*
Skills and Qualifications
*
Work experience 2+ years J2EE on Linux based systems
Demonstrable experience with the Spring framework components- Spring Boot, MVC, Security, Integration, etc
Strong understanding of RESTful APIs and open systems
Experience in building microservices among multi-threaded + clustered scalable environments.
Hibernate or equivalent JPA providers
Source code management (GIT), test automation and disciplined quality driven application development
Excellent problem solving and multi-tasking skills, with a creative and flexible attitude.
Nice to Have
Experience with Event driven programming (Kafka)
Knowledge of cloud (AWS), technologies and operations with Docker/Kubernetes
Experience with CI/CD pipelines- Bitbucket, Jenkins, Helm
Why you will love this job!
*
You will be challenged with design and develop new software applications
You will have the opportunity to work in a growing organization, with ever growing opportunities for personal growth
You will have the opportunity to work with the industry most advanced technologies
Job Types: Full-time, Contract, Permanent
Salary: $60,000.00-$85,000.00 per year

Benefits:
Casual dress
Company events
Dental care
Disability insurance
Extended health care
Flexible schedule
Life insurance
Paid time off
Vision care
Work from home
Schedule:
8 hour shift
Experience:
AWS: 1 year (Preferred)
Spring Boot: 2 years (Required)
Docker/Kubernetes: 1 year (Preferred)
Hibernate: 2 years (Preferred)
Jenkins: 1 year (Preferred)
J2EE: 2 years (Required)
Work remotely:
Temporarily due to COVID-19",-1,Lyncwork,Toronto,-1,-1,-1,-1,-1,-1,-1,-1
Java Developer,CA$66K-CA$81K (Glassdoor est.),"Java Developer


Eagle is currently seeking a Java Developer for a one (1) year contract opportunity, scheduled to begin immediately.

Key Responsibilities

The successful candidate will be responsible for:
Development, configuration, and deployment of WEB applications with Java / Spring;
The design and development of WEB services (REST / SOAP) with Java / Spring allowing data to be exposed to customers;
Deployment of services on the ESB platform (on premise) or PaaS (Cloud);
Application of DevOps principles in the process from design to operationalization of applications, and services;
Preparation of test cases and validation of results from development through the execution of unit and integrated tests;
Collaboration with project development teams using technologies that are under the team’s responsibility;
Support of customers in the realization, development, implementation and follow-ups relating to the various mandates carried out; and,
Technological vigilance to help understand and anticipate trends in their area of expertise and make appropriate recommendations in to ensure the development of best practices for the company.
Skills and Qualifications

The qualified candidate must have:
A Bachelor's Degree in Software Engineering or appropriate discipline or relevant experience;
At least five (5) years of relevant experience in Java development;
Significant experience with Java, JEE, Spring, JUnit, Maven, GIT, Jenkins technologies;
Knowledge of Tomcat, JBOSS application servers is an asset;
Knowledge in SOA / REST web service development is an asset;
Experience with Unix / Linux OS;
Experience with databases;
Customer and results oriented; and,
Excellent interpersonal skills.
Don’t miss out on this opportunity, apply online today!

Eagle is an equal opportunity employer and will provide accommodations during the recruitment process upon request. We thank all applicants for their interest; however, only candidates under consideration will be contacted. Please note that your application does not signify the beginning of employment with Eagle and that employment with Eagle will only commence when placed on an assignment as a temporary employee of Eagle.

Eagle Professional Resources
Staff Placement Agency Permit Number: AP-2000200
Placement of Personnel and Recruitment of Temporary Foreign Workers Permit Number: AR-2000199

Eagle Temporary Staffing
Staff Placement Agency Permit Number: AP-2000204
Placement of Personnel and Recruitment of Temporary Foreign Workers Permit Number: AR-2000205",4.0,"Eagle Professional Resources
4.0",Montreal,-1,51 to 200 Employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
