Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,city,age,python_yn,html_yn,css_yn,aws_yn,django_yn,postgresql_yn
Junior Software Developer - Immediate Need,CA$55K-CA$76K (Glassdoor est.),"Foci Solutions is seeking entry level developers to build their careers with us. We are looking for someone who is driven to succeed, who loves software development, and who will grow quickly in this role. The successful candidate will take full advantage of learning opportunities and be comfortable and confident engaging with both business-oriented clients and technical team members. If you have an inherent curiosity about the world around you, and love to connect dots on seemingly unrelated items, this may be the team for you!

We pride ourselves hiring the best of the best. If you think you would be a good fit, apply today with your resume and cover letter. We would like to see at least one sample of working code (or access to your online repository). You will be mentored and expected to learn quickly so if you learned things while creating your solutions and there is something you would do differently next time, let us know.

What you'll do

Develop clean and functional C# and Java code.
Build integrations between systems, design, and architect solutions to business problems.
Use the latest in cloud technology.
Work with the latest .NET and Java frameworks.
Work with modern UI technologies such as Angular, Razor, Thymeleaf, and others.
Stay on the leading edge of the technology ecosystem and keep up with the latest tools, practices, and patterns.
Code, Test, Refactor, Rinse, Repeat.

Qualifications and Skills

Recent graduate or Alumni of Engineering, Computer Science, Information Systems or an equivalent technology-focused post-secondary level degree.
Experience developing software in .Net or Java.
Knowledge of MVC, Web API, and other .Net frameworks.
Knowledge of Azure, AWS, or Google Cloud Platform.
Intense curiosity about the world and able to ask probing questions about any topic.
Ability to quickly form strongly defensible opinions based on fact and methodical analysis.
Extensive, demonstrated, extra-curricular involvement.
Attentive listener who can derive and retain extensive details from conversations.

Who we Are

Foci Solutions is a provider of technology advisory and system integration services. We help a wide range of clients from medium sized start-ups to large government departments to get them moving on transformational IT projects. We consult, we develop software, we conduct R&D on new commercial products, and we have a social impact program where we implement technologies for non-profit organizations. In short, we drive change through technology.",5.0,"Foci Solutions Inc.
5.0",Gatineau,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,0,55,76,65.5,"Foci Solutions Inc.
",Gatineau,-1,0,0,0,1,0,0
Full Stack JavaScript Developer,CA$55K-CA$76K (Glassdoor est.),"\*\* Greater Montreal Area Only \*\**
LEADHOUSE is looking for a full-stack developer that wants to be part of our energetic team.

Remote positions available.

Most of the days we'll make you do something like:

• HTML/CSS, JavaScript, Typescript
• ReactJs/Redux • NodeJS (ExpressJs, Restify)
• Firebase/NoSQL for databases

We're only going to love you if you know how to:

• Focus on the implementation of best development practices (ongoing integration, code review, pair programming, etc.)
• Develop and maintain mainly front-end applications, as well as back-end applications to meet the needs of clients.
• Compile, understand and analyze the product manager’s needs and contribute to the development of new features.
• Validate and verify whether the newly developed systems are in line with project intentions and remain coherent with current code and optimize when required.
• Determine and correct bugs.
• Document the work to transfer knowledge and enable other users to understand and use the new systems and features.

Expected start date: 2020-08-24

Job Types: Full-time, Permanent

Benefits:
Casual Dress
Company Events
Dental Care
Extended Health Care
Flexible Schedule
Paid Time Off
Vision Care
Schedule:
8 Hour Shift
Experience:
Javascript: 3 years (Required)
Location:
Montréal, QC (Required)
Work remotely:
Temporarily due to COVID-19",-1.0,Leadhouse Innovation,Montreal,-1,1 to 50 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,0,0,55,76,65.5,Leadhouse Innovation,Montreal,-1,0,1,1,0,0,0
Intermediate Software Developer,CA$55K-CA$76K (Glassdoor est.),"Are you motivated to work on products that have a meaningful impact? At Thrive Health, our mission is to build software products to fundamentally improve the Canadian healthcare system for patients, their families and friends, clinicians, and healthcare staff. We are a Vancouver-based start-up founded by the former CEOs of a number of successful companies, including Crystal Decisions. Our distributed team is cross-functional and features clinical, business, technical, creative, and artistic talent.

The Opportunity

We’re looking for talented software developers with experience shipping awesome web-based and mobile applications. As a member of our product development team you’ll be involved in all aspects of designing, building, and running the products that will make us succeed. While most of your time will be spent on software development, you will also be involved with testing, operations, and support as part of our frequent release cycle.

Responsibilities
Front-end development using React/Redux, TypeScript, CSS, HTML 5 and related technologies.
Working with our UX teammates on the design, development, and testing of product UI.
Back-end development using TypeScript (node.js) as required.
Writing automated tests and ensuring there is adequate test coverage for your source code (Jasmine, Mocha).
Finding simple solutions to complex problems.
Promptly fixing build errors.
Challenging yourself and the team to experiment with and introduce new and better technologies into the system.
Participating in iteration planning, testing, bug fixing and deploying releases.
Required Qualifications
A Computer Science degree.
2+ years of industry experience with JavaScript development, with at least 1 year of commercial experience.
Developing and working with REST APIs.
Mobile development experience and experience with Redux or Flux are highly desired.
About Us

Our headquarters are in downtown Vancouver and located close to designated bicycle routes, the Sky Train and Sea Bus, and many lunch-time options. We have a distributed team and are flexible, so people can work from home when needed. Applicants from across Canada who can work from home are encouraged to apply. We have competitive vacation, time off, and extended health insurance benefits. We also provide a health spending account for employees to prioritize their discretionary health spending and we support bike commuting and using public transit by covering 25% of transit passes and commuting-related bike maintenance costs. If you’re interested in making a difference, shipping great software, and learning more every year than you did the year before, then please apply with your resume.",3.9,"Thrive Health
3.9",Vancouver,-1,1 to 50 Employees,2016,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,55,76,65.5,"Thrive Health
",Vancouver,4,0,1,1,0,0,0
Senior Frontend Software Developer,CA$55K-CA$76K (Glassdoor est.),"Founded in 2018 and backed by Baseline Ventures (https://www.baselinev.com/), Opslock helps to save lives at work, by helping enterprise companies work smarter, even in the toughest environments. Leveraging industry experience and cutting-edge technology, we're using data to quantify performance and predict disasters before they happen.

As a Frontend Software Developer at Opslock, you'll help build the core user interfaces that power the Opslock platform. Our core focus is developing tools that are tactfully easy to use and leverage data to ultimately provide insights and predictions into workforce behavior.

Technology overview:
We have developed a unique server-side rendering platform as the basis of our front end implementation.
We don't use heavy Javascript frameworks. We focus on concise controllers build off of StimulusJS.
We rely heavily on vanilla javascript and build tools that integrate directly with the Web API and the DOM.
We use the TailwindCSS Framework, SASS, w/ BEM conventions when necessary.
Our mobile app consists of mostly Web Views but we maintain foundational React-Native code to provide native functionality when necessary.
What you bring to our team:
You have a proven track record and passion for turning designs into reality.
You are experienced with Javascript, HTML, CSS, & SASS. Experience in building accessible based applications (ie. ARIA labels) a plus.
You have the ability to build and share ideas with clarity and passion and to give/receive feedback with open-mindedness.
You're a great communicator, with the proven ability to influence and educate others. You know how to communicate convincingly your solutions.
About us:

Our mission at Opslock is to understand risk at work better than anyone and apply this understanding to avoid unnecessary losses, protect the planet, and save lives. We are building tools that help to streamline and manage operations, from HR to equipment maintenance, collecting contextualized data that helps us to predict and prevent disasters.

We're a small team of developers, salespeople, and operations specialists looking at growing and adding members that will add value to our organization. Our passion for building and shaping the future of an industry and doing meaningful work is what brought us together. Located in the heart of Montreal, our newly renovated offices in the mile-end are open to welcome new team members (but yes, for now, we're all working from home!).

What we have to offer:
Flexible schedule, including the opportunity to work remotely
A generous paid-time-off policy
A dog-friendly office (as long as your furry companion is friendly!)
Fully subsidized OPUS card
Health insurance paid 100% by us, access to telemedicine and a health & wellness personal account to help you keep your mind and body in good health
If you feel like you could be a good fit for the role, please reach out!",5.0,"Opslock
5.0",Montreal,-1,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,0,0,55,76,65.5,"Opslock
",Montreal,2,0,1,1,0,0,0
Software Developer,CA$55K-CA$76K (Glassdoor est.),"Software Developer, Edmonton, AB

Vertical City is an exciting high-growth Startup that’s disrupting the digital out-of-home marketing industry. We’re at the intersection of machine intelligence and programmatic advertising to reinvent how the world’s largest brands are connecting with their target audience.

Vertical City is looking for a Full-Stack software developer to join our team to help build and implement new features and functionality of our next-generation advertising platform. With our small empowered, agile team, you’ll have an opportunity to design, build and improve on each part of our tech stack and have a major impact on our product and company.
You will: *
· Work on new features from Mobile Apps to Back End structures – it’s all in-scope

· Evolve our product by researching and building features

· Participate in code reviews and share knowledge

· Upgrade our Tech Stack and manage Tech Debt

· Work on new stuff that we haven’t thought of yet
You have: *
· 2-4 years of experience as a Software Developer

· Experience with Ruby on Rails or another MVC framework

· Experience with version control (Git) and the Unix command line

· Experience with development Operations

· Relevant education

· Able to prioritize and meet deadlines

· Excellent communication skills
You are: *
· Smart and talented and like to work with smart and talented people

· Collaborator, team player who can lead and follow

· Passionate about finding pragmatic solutions to complex problems

· Eager to give and receive feedback

· Self-motivated, independent thinker

· Connect your work with business goals

· A geek at heart, love new tech

· A lifelong learner who is always looking to improve
Working at Vertical City: *
You’ll work closely with a small group of smart, entrepreneurial people that are shaping the future of advertising technology. You’ll work hard, learn quickly and have a big impact. With our continued growth as a company, there’ll be lots of opportunities for personal, professional and career growth.

Job Types: Full-time, Permanent

Salary: $70,000.00-$90,000.00 per year

Additional pay:
Bonus pay
Benefits:
Extended health care
Schedule:
8 hour shift
Experience:
Software Development: 3 years (Preferred)
Work remotely:
Temporarily due to COVID-19",-1.0,Vertical City,Edmonton,-1,-1,-1,-1,-1,-1,-1,-1,0,0,55,76,65.5,Vertical City,Edmonton,-1,0,0,0,0,0,0
Software Developer,CA$55K-CA$76K (Glassdoor est.),"Salary: $36.50/Hourly
Job Type: Full Time, Permanent
Start Date: As soon as possible

Language: English
Minimum Education: Bachelor's Degree
Positions Available: 1

NOC Group: Computer Programmers and Interactive Media Developers (2174)
NOC Job Title: Software Developer
Expires in 74 days
Expires: 2020-12-10
Posted: 2020-08-13
Last Updated: 2020-08-13

Job Location(s)
202 - 15388 24 Ave
Surrey, British Columbia
V4A 2J2, Canada
Job Description

Databean Technology Inc., (located at 202-15388 24 Ave. Surrey, BC. V4A2J2), a well-established Canadian software consulting and development business entity is poised to expand its overall business horizon and specifically intends to penetrate into a high-tech field known as MDM (Mobil Device Management). In accordance with our strategic plan, we are looking for a permanent full-time, highly-motivated professional – Software Developer (NOC 2174), to act as a key staff in carrying out and following up with the existing software and more importantly, in the development and exploring of the opportunity in the specific MDM technology field. The successful candidate will be rewarded with an annual salary of $71,175, based on an hourly rate of $36.50/hour, working 37.5 hours per week.

Duties and Responsibilities:

· Apply Agile Methodology (preferred) in the product functionality design and development.

· Perform efficient program coding and reviews as a developer.

· Develop testing scripts and perform unit and integrated tests in accordance with system and program specifications.

· Ensure Quality Assurance is followed throughout the design and development lifecycle.

· Ensure the adherence to the best practices in design and development; these include but not limited to Systems Design Principles, Coding Standards; Unit and Integrated Tests Standards and so on.

· Develop, maintain and update system and program documents for internal and external references.

· Research, study, learn and embrace new technologies in the ever- evolving and progressing IT fields.

· Be able to work and coordinate with external business partners in resolving products issues involving multi-vendors and multi-phrases projects.

· Be able to coach and train junior programmers as opportunity arises.

Skills Required:
5 years of experience in combined Java and C/C++, and Assembly .
Be able to support software development for multiple platforms, including Windows, OS X, Linux, embedded and web applications with a strong emphasis on the Internet of Things.
Working experience with POS (Point-of-Sale) system and IoT(Internet-of-Things)
Strong experience in firmware and software developments for embedded systems
Good background with UI and Core Architectural Design patterns
In-depth knowledge of computer hardware, BIOS, Linux, Ethernet and system design.
Familiar with Linux OS / Kernel / driver programming and debugging tools.
Excellent analytical, problem-solving skills, with strong attention to details.
Solid experience in writing unit and integrated test scripts and testing models
Actively participate in design discussions and suggest improvements
Self-starter and be able of working on projects independently but at the same time a good team player in collaborated projects.
Excellent interpersonal and communication skills.
Knowledge of hardware, digital circuit and wireless technologies are preferred assets.
Familiarity with instruments scope, LCR metter, network analyzer, 3G/4G RF measurement tools, spectrum analyzer are preferred assets.
Knowledge of Android and MAC IOS operating systems are assets.
Educational Requirements:
Degree or higher Diploma in Computer Science, Electrical/Electronic Engineering or a related field.
Interested parties should mail their resume to the above corporate office address email to careers@databeantech.com.

How to Apply

Expiring: Dec 10, 2020

Email: careers@databeantech.com",-1.0,Databean Technology Inc,Surrey,-1,-1,-1,-1,-1,-1,-1,-1,0,0,55,76,65.5,Databean Technology Inc,Surrey,-1,0,0,0,0,0,0
Software Developer,CA$55K-CA$76K (Glassdoor est.),"What you’ll be doing:

You will work with other team members to investigate design approaches, prototype new technology, and evaluate feasibility. Working as a front end full stack (JS) developer you’ll be creating and executing crucial reusable components.

Must have:

You have a University Degree in Computer Science Engineering or equivalent combination of education and experience.
Experience with HTML5 and CSS3
Experience with modern JavaScript Frameworks (Angular, Backbone)
You have solid understanding of OOP
Minimum 2 years of professional experience

Nice to have:

Experience with relational databases and NoSQL
Chromecast development.
Experience with analytics platforms like Omniture
Doubleclick for publishers",-1.0,48 Cubes,Mississauga,-1,-1,-1,-1,-1,-1,-1,-1,0,0,55,76,65.5,48 Cubes,Mississauga,-1,0,1,1,0,0,0
Full-Stack Software Developer,CA$55K-CA$76K (Glassdoor est.),"Full-Stack Software Developer

Full-Time | Engineering | Regina, SK and/or Remote

At GasBuddy, we take pride in helping people by building innovative and comprehensive products for millions of gas station owners, fuel retailers, and drivers every day - our world-class team is always up to the challenge. GasBuddy is a place that empowers employees to grow, build, and thrive. Whether were releasing a new feature or competing in ping pong tournaments, youll be a part of a team that puts in 110%.

Were looking for a Full-Stack Software Developer, with a heavy focus on React, to join our team to help lead the development of features and launch new GasBuddy products on our consumer web properties. You will actively contribute towards the development of web properties and internal tools; integrate against a microservice architecture; and assess, evaluate and rebuild GasBuddy.com. GasBuddy.com receives a tremendous amount of traffic, 1.6 million unique hits per month, and part of your responsibility will be to mirror the mobile experience on the website.

What Youll Do:
Debug, build, and deploy GasBuddy.com and relevant web projects
Collaborate and maintain a high standard of communication with team members, designers, product managers to provide end-to-end solutions
Develop in a full-stack software system which includes web applications, REST APIs, and microservices
Encourage and uphold best practices for web development, including (but not limited to) writing clean and performant code, developing responsive code, and applying accessibility standards
Implement practical solutions for large-scale problems as well as everyday quality of life issues
Write integration tests for newly implemented code to maintain product integrity
Create and review pull requests on a daily basis
What You Need:
BA/BS in Computer Science or related technical field, or equivalent professional experience
2+ years experience building web applications using React including (but not limited to) personal side projects, school projects, and more
Ability to interact with peers, both locally and remote, in a positive, confident, and professional manner
Excellent communication skills to deliver verbal and written information for both technical and non-technical users
Ability to work effectively both autonomously and while on a team in a fast-paced work environment
Strong knowledge of modern frontend JavaScript frameworks, for example: React, Angular, Ember, or Backbone
Experience working with Node.js, RESTful services, and building microservices
Strong knowledge of Web UI and UX design principles, programming patterns, and best practices
Nice To Have:
Understanding of SEO methodologies
Experience with agile methodologies
Proficiency with accessibility standards
About GasBuddy:
For budget-minded drivers, GasBuddy is the travel and navigation app that is used by more North American drivers to save money on gas than any other. Unlike fuel retailer apps, as well as newer apps focused on fuel savings, GasBuddy covers 150,000+ gas stations in North America, giving drivers 27 ways to save on fuel. Thats why GasBuddy has been downloaded nearly 90mm times more than any other travel and navigation app focused on gas savings. GasBuddys publishing and software businesses enable the worlds leading fuel, convenience, QSR and CPG companies to shorten the distance between the North American fuelling public and their brands.

GasBuddy is proud to be an Equal Opportunity Employer. We dont just accept difference we celebrate it and thrive on it. We endeavour to be a diverse workforce that is representative, at all job levels, of the consumers we serve. Qualified applicants will receive consideration for employment without regards to race, colour, religion, sex, age, disability, military status, national origin, or any other characteristic protected under federal, provincial, or applicable local law.

Powered by JazzHR",3.5,"GasBuddy
3.5",Regina,-1,51 to 200 Employees,2000,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1,0,0,55,76,65.5,"GasBuddy
",Regina,20,0,0,0,0,0,0
"Python, Flask",CA$55K-CA$76K (Glassdoor est.),"Python, Flask
Software Engineer/Senior Software Engineer

Cochin, Infopark, Kerala

Posted on 01.07.2020

Whatâ€™s important to us:

We are seeking an experienced Python Developer. The successful applicant will understand the need to achieve a balance between innovation and the most appropriate solution for our clients.Fundamental to this role is a willingness to learn, become an integral part of the team any adopt the languages, tools, and applications that form part of our environment.Your managers will always be open to new ideas and encourage proactivity. If you were to have recommendations on how they can improve their approach, processes or technology, they will welcome them.

Scope of Opportunity:

We know that people do their best work when they are taken care of. So we make sure to offer great benefits.

At Techversant, youâ€™ll enjoy:
Fixed weekday day schedule meaning youâ€™ll have your weekends off!
Family Medical Insurance
Perks based on performance such as salary hike, Work from home, flexible work timings, early out Fridays, Monthly social activities and company sponsored international tour etc.
Long term growth opportunities Fun family environment surrounded by other experienced developers.
Job Description:

Are you looking for an ambitious project to showcase your python development skills? Come, join our Python team to embark world class customer experience to our clients.
We are looking for Senior Python Developer with more than 4 years of experience.
Expert in Flask.
No day is the same â€“ you will create technical designs that support varying client requirements.
More than two years of extensive and production level grade coding experience in python.
Knowledge of software development methodologies and be able to work on projects individually or as part of a team.
Should be able to work with AGILE methodology.
Write code that passes unit tests and withstands an agile and test-driven development environment Managing Software, code, and modules in production.
Preferred Skills:
2+ year of strong hands on experience in Scrapy/Flask and Python
Experience with RDBMS â€“ PostgreSQL, MySQL.
Experience with HTML5, HTML, CSS, JavaScript, jQuery
Experience with Linux platform
Experience building responsive web applications with Bootstrap
Understanding of Amazon AWS/EC2 deployment architecture
Experience with source control management tools (Git preferred)
Excellent communication, interpersonal and presentation skills.
Positive approach, self-motivated and well organized.
Email to careers@techversantinfotech.com

Valid till: 31.07.2020",4.6,"Techversant Infotech
4.6",Cochin,-1,51 to 200 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,55,76,65.5,"Techversant Infotech
",Cochin,12,1,1,1,1,0,1
Full-Stack Developer,CA$55K-CA$76K (Glassdoor est.),"Join us to build a brand new product, in an exciting space, from the ground up!

Varicent is the leader in the Sales Performance Management market. As an established incumbent, Varicent continues to capture market share in this fast-growing, multi-billion-dollar market. Varicent enables organizations to design, manage, and automate the calculation of variable payment for dozens of plans and thousands of employees simultaneously.

As a Full-Stack Developer, you will be working alongside a multidisciplinary team of developers, designers, data scientists, and business professionals. You will work on a brand new product: a single-page web application utilizing React and Redux frameworks, connecting to a serverless backend deployed to AWS.

In this role, your responsibilities will include:
Envision, design, architect, and develop a brand new product from the ground up, using modern web application and cloud deployment technologies.
Work with talented, knowledge-driven individuals. We are a close-knit team that is eager for new ideas. We embrace sharing our own knowledge and enriching each other's experiences.
Focus on client success through creative problem-solving.
Our office building has direct underground access to the Sheppard-Yonge subway station and easy access to Highway 401, making it convenient for commuters from all over the GTA.

Required Technical and Professional Expertise
Strong Software Development skills using JavaScript/Node.js, Python, Ruby, and Go
Exposure to modern SaaS application architecture
Deep knowledge of NoSQL, SQL and OLAP databases
A passion for building high-performance, scaleable systems in the Cloud
Strong written and verbal communication skills
Experience with test-driven development, continuous delivery and continuous integration
Preferred Technical and Professional Experience
AWS Certified Solutions Architect or similar accreditation
Familiarity with React and Redux applications
Experience with firewalls, load balancers, hardware configurations, and SQL server
Degree in Computer Science, Software Engineering or equivalent experience
Varicent is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. Varicent is committed to compliance with all fair employment practices regarding citizenship and immigration status.

This role will involve working with technology that is covered by embargo Export Regulations. If you are a Foreign National from any of the following embargoed countries (Cuba, Iran, North Korea, Sudan, and Syria) on a work permit, you are not eligible for employment in this position.",4.3,"Varicent
4.3",Toronto,-1,51 to 200 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,55,76,65.5,"Varicent
",Toronto,-1,1,0,0,1,0,0
Full Stack Software Developer,CA$55K-CA$76K (Glassdoor est.),"What if it was simple to meet new clients?

It has been our mission to help service businesses grow, and there has never been a time more important than now.

In just a couple clicks clients can launch powerful pre built Facebook ads, marketing, emails, and text messages that work like magic to help small businesses meet new clients.

StreetText has been on this mission since 2010 and we have only scratched the surface.

Requirements

We are looking for a Software Developer with 5+ years of industry experience, who is passionate about full stack development, to join our growing Product team. This is a unique opportunity to shape the growth of StreetText.

As a Software Developer, you'll be responsible for not only building clean, effective, and scalable code across our growing SaaS platform, but also fostering individual, team, and cross-team relationships. You'll be responsible for mentoring developers by sharing your knowledge and experience. You'll help keep your team accountable by engaging in project planning and grooming sessions. Above all, you’ll always be looking for ways to improve and help align teams to overall product strategy.

StreetText has a positive supportive culture—we look for people who are curious, inventive, and work to be a little better every single day. In our work together we aim to be smart, humble, hardworking and, above all, collaborative. If this sounds like a good fit for you, drop us a line!

What you will be doing


For the organization:
Translating business objectives into technical requirements while considering overall strategies
Collaborating with all teams to evaluate feature feasibility and project timelines by identifying priorities, rabbit holes, and unclear interdependencies
Debugging issues across teams by identifying the root cause, considering multiple solutions, and making a logical recommendation
Designing systems architecture, including infrastructure that enables continuous integration and delivery (CI/CD)
Writing clean, scalable code while maintaining standards of security, reliability, performance, and quality
Advocating for excellent and abundant testing to bring code coverage to an acceptable standard
Offering constructive feedback through pull requests and team discussions while taking feedback gracefully
Actively learning and seeking out ways to continuously improve
Skills needed
Experience in SQL/noSQL database design
Experience in Object Orientated JavaScript
Experience in Object Orientated PHP
Nice to have: Familiarity with Facebook's API

Benefits

Competitive Salaries

Amazing co-workers

Office in downtown Kelowna

Flexible remote work

Company Laptop

Profit Sharing

Growth is one of our core values, if you love to grow personally, you will love working at StreetText.",-1.0,StreetText,Kelowna,-1,-1,-1,-1,-1,-1,-1,-1,0,0,55,76,65.5,StreetText,Kelowna,-1,0,0,0,0,0,0
Python Developer - 13838,CA$55K-CA$76K (Glassdoor est.),"IT/IQ Tech Recruiters is seeking a Python Developer to support the ongoing development of a suite of high-availability web applications that our high-perfoming client in Calgary, AB has developed.

The Python Developer will join a small but high-performing team to continue to develop and enhance their existing machine learning engine that is at the core of their product solution.

Why work with our client?
Working side by side with the Director of Technology
Ability to work collaboratively and have a voice in the direction of projects
Start up feeling office space but organization is very established in the market in Calgary
Responsibilities
Working with the web team and Data Scientist to implement machine learning modules
Participate in supporting and enhancing of applications
Troubleshooting problems that occur in the everyday use of applications
Fixing program bugs and/or data errors identified during troubleshooting
Minimal DevOps deployment
Top Skills Required
Python experience (5+ years as developer and 2+ years with Python)
Flask or Django experience
Test Driven Development (TDD) experience
Design patterns experience
Familiarity with containerization, ideally Docker (nice-to-have)
Must be legally eligible to work in Canada
Why work with us?
Build a long-term relationship with an experienced recruitment expert
Access to the ‘hidden’ job market – opportunities across Canada that aren’t posted on job boards
Get a high-level understanding of market dynamics affecting your industry
Gain insight into the culture of the company you’re applying for before submitting your profile
About Us

IT/IQ Tech Recruiters provides contract and permanent IT recruitment services to employers across Canada. We have a specialized approach to recruiting, segmenting our recruitment teams into specialty practice areas focusing on Development, PMO, Infrastructure and BI/CRM/ERP skill sets.

This approach enables our recruiters to become specialists; they know the market and work hard to understand each candidates’ capabilities, goals, career ambitions and quickly present them with the best possible opportunities. We are committed to helping candidates develop their careers and to helping our clients grow their business and complete important projects successfully.

We create opportunities for IT Professionals to empower business.",3.1,"IT IQ TECH RECRUITERS LTD
3.1",Vancouver,-1,1 to 50 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,55,76,65.5,"IT IQ TECH RECRUITERS LTD
",Vancouver,18,1,0,0,0,1,0
Full Stack Developer (PHP + Python),CA$55K-CA$76K (Glassdoor est.),"Company

CoPower is a leading fintech company (a wholly owned subsidery of Vancity Community Investment Bank, VCIB) looking to bring on a strong developer to further build our software team. Our software team is working on developing cutting edge investment software that not only helps investors make money, but also has a positive impact on the environment. We build software that helps positive social and environmental change through investing. We’re looking for a strong programmer who understands the meaning of writing efficient code.

Here’s what you’ll do:

Working closely with CoPower’s Software Architect, you’ll be responsible for working on projects related to all parts of our technology stack including both backend and frontend projects, with a heavier focus on the backend.

Tasks will include, but are not limited to:
• Developing new modules and features in Python.
• Updating existing backend projects in PHP and Java.
• Database design, implementation and query design.
• Developing integrations with various APIs.
• Participating in planning and design.
Required experience:
• At least 2-5 years working on a commercial web platform tech stack.
• Mastery of Python: a true pythonic code writer.
• Mastery of Databases: SQL & NoSQL. Designing Databases, normalizing and advanced querying.
• Experience working with PHP and the LAMP stack.
• Mastery of HTML5.
• Mastery of CSS and experience with CSS preprocessors like Sass or Less.
• Experience working in *nix environments.
• Experience with at least 1 modern front-end framework (ideally React).
• An Understanding of design patterns like MVC or the factory design pattern.
• Knowledge of OOP and other paradigms.
• Understanding of computational complexity.
Nice to have:
• Experience with AWS services (EC2, RDS, Lambda etc.)
• Experience with a CMS like WordPress
• Projects that showcase your development experience
• Experience in refactoring code
• Familiarity with financial-services and investment concepts
• Good communication skills
What you get:
• A job that you can be proud of and that helps the environment
• A role in a great team, with a culture of respect for quality engineering
• Time and budget support for professional growth: classes, coaching and certification
• Competitive compensation package
• Comprehensive benefits",3.5,"CoPower
3.5",Toronto,-1,1 to 50 Employees,-1,Subsidiary or Business Segment,-1,-1,Less than $1 million (USD),-1,0,0,55,76,65.5,"CoPower
",Toronto,-1,1,1,1,1,0,0
Full Stack Java Developer,CA$55K-CA$76K (Glassdoor est.),"Join our dynamic, international software development team where you will play a key role in developing logistics web platforms using technologies like Java, HTML5, AJAX, etc. In this position you will be challenged to transform and continuously improve the web applications that have helped position Delmar at the cutting edge of the digital supply chain. You will work closely with our service delivery teams and clients around the world to gather requirements and feedback to ensure that our applications continue to enable exceptional user experiences.

Responsibilities
• Development and maintenance of Java applications using technologies like Spring, Hibernate, HTML/CSS, etc.
• Monitor and continuously improve application performance to ensure high global availability
• Create interfaces to and from external systems
• Provide tier-3 support for our applications
• Contribute to the continuous improvement of our internal processes

Requirements

• 3+ years of Java development experience
• Experience with relational databases (Oracle and MSSQL a plus)
• Strong knowledge of Apache Struts, JavaScript, jQuery, AngularJS
• Strong knowledge of the Spring Framework, Hibernate ORM
• Web development experience (HTML/CSS, Apache Tomcat, HTTP Requests)
• Experience designing and consuming web services (SOAP/REST)
• Basic knowledge of PL/SQL, triggers, stored procedures and packages
• Good knowledge of Linux/Unix operating systems
• Experience working with integration tools like Mulesoft, Dell Boomi, etc. a plus

What You Offer:
• Effective problem-solving with the ability to develop creative, out-of-the-box solutions
• Excellent communication skills in English, written and spoken
• Adaptability and ability to learn new products and techniques quickly
• Commitment towards always deploying software development best practices

What We Offer:
• Equal opportunity employer
• Competitive compensation
• Comprehensive health and dental care
• Balance between work and home life

We take great pride in the technologies we have brought to market and that have propelled us to become one of the leading logistics service providers in Canada and the world. Your work with us will have a direct influence on the future of global logistics. You will have an incredible opportunity to learn from our amazing team of experienced practitioners who shape the logistics industry and most importantly we place immense emphasis on teamwork and continuous learning.

Fench version to follow.",3.4,"Delmar International Inc.
3.4",Montreal,-1,1001 to 5000 Employees,1965,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,0,0,55,76,65.5,"Delmar International Inc.
",Montreal,55,0,1,1,0,0,0
